ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"LT10005063","Adidas 男童外套連褲套裝 - 藍色 (2T)","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,167.4912,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005061","Adidas 男童外套連褲套裝 - 藍色 (3T)","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,167.4912,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005033","Adidas 男童外套連褲套裝 - 藍色 (4T)","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,167.4912,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005034","Adidas 男童外套連褲套裝 - 藍色 (7T)","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,167.4912,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005042","Adidas 男童外套連褲套裝 - 藍色( 6T )","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,167.4912,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005062","Adidas 男童外套連褲套裝 - 黑色 ( 3T )","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,190.0000,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005148","Adidas 男童外套連褲套裝 - 黑色 (4T)","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,167.4912,Item,,_1_: Sales of product income,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005037","Adidas 男童外套連褲套裝 - 黑色 (5T)","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,178.7456,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005038","Adidas 男童外套連褲套裝 - 黑色 (6T)","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,167.4912,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005060","Adidas 男童外套連褲套裝 - 黑色-1 ( 7T )","Fashion","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,190.0000,Item,,,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","美國","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10003107","Adidas 皮革清潔護理套裝 90ml","Homey","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Deez Corporation Limited,"","",0.0000000,209.0000,173.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,122.0000,Item,,_1_: Sales of product income,_131_: Cost of sales,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","奥地利","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10003108","Adidas 鞋類除臭殺菌香氣噴霧 100ml","Homey","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Deez Corporation Limited,"","",0.0000000,125.0000,103.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,73.0000,Item,,_1_: Sales of product income,,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","奥地利","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10003106","Adidas 麂皮保養液套裝 100ml","Homey","Adidas",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Deez Corporation Limited,"","",0.0000000,169.0000,140.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,99.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","奥地利","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005859","Adidas女裝Slip On波鞋 - 藍色 - US6","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,_1_: Sales of product income,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005853","Adidas女裝Slip On波鞋 - 藍色 - US6.5","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005860","Adidas女裝Slip On波鞋 - 藍色 - US7.5","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005854","Adidas女裝Slip On波鞋 - 藍色 - US8","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005861","Adidas女裝Slip On波鞋 - 藍色 - US8.5","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005863","Adidas女裝Slip On波鞋 - 黑色 - US10","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,_1_: Sales of product income,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005862","Adidas女裝Slip On波鞋 - 黑色 - US6","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005846","Adidas女裝Slip On波鞋 - 黑色 - US6.5","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005847","Adidas女裝Slip On波鞋 - 黑色 - US7","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9756,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005848","Adidas女裝Slip On波鞋 - 黑色 - US7.5","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9771,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005858","Adidas女裝Slip On波鞋 - 黑色 - US8","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,_1_: Sales of product income,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005850","Adidas女裝Slip On波鞋 - 黑色 - US8.5","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10005851","Adidas女裝Slip On波鞋 - 黑色 - US9","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,205.9827,Item,,,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"ADV-103027","Advil Liqui-Gels Ibuprofen 200 mg. Pain Reliever/Fever Reducer, 240 Capsules","Personal Care","Advil",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"305730169080",0.0000,0.0000,KT,Zhuoyueusa International INC,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,138.3550,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","美國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10008158","AGATHA 短款銀包 - 淺紫色","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Hong Trading Ltd,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,198.0000,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","法國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10008159","AGATHA 短款銀包 - 紅色","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Hong Trading Ltd,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,198.0000,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","法國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10008157","AGATHA 短款銀包 - 黑色","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Hong Trading Ltd,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,198.0000,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","法國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10008156","AGATHA 長款銀包 - 淺紫色","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Hong Trading Ltd,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,264.0000,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","法國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10008155","AGATHA 長款銀包 - 黑色","Fashion","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,Hong Trading Ltd,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,264.0000,Item,,_1_: Sales of product income,_131_: Cost of sales,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","法國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10008373","AHC 365活力紅青春精華套盒組","Beauty","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,wholesalebeauty (supplier),"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,175.0000,Item,,_1_: Sales of product income,,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","韓國","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"T03-000102","Aichun Beauty - 足部護理修復霜 護足霜護腳霜 皸裂龜裂剋星","Homey","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"6932511215939",0.0000,0.0000,KT,淘寶 TAOBAO (RMB),"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,4.4550,Item,,_1_: Sales of product income,,,"Other Product Info.","H0956010_S_T03-000102","","","T02","","","","","","","HKTV Homey 26%","","","","","","","","","taobao","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10000009","Aimedia Detergent for Collars - 70g","Homey","Aimedia",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,27.4867,Item,,_1_: Sales of product income,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10000010","Aimedia Detergent for Knitwear - 25g","Homey","Aimedia",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,LeTech Enterprise Development Limited,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,26.8650,Item,,_1_: Sales of product income,,_131_: Cost of sales,"Other Product Info.","","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10000011","Aimedia Leather Cleaner 80ml","Homey","Aimedia",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10000012","Aimedia Stain Remover - 70ml","Homey","Aimedia",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,31.1400,Item,,,,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10000013","Aimedia Stubborn Smell Remover 400ml","Homey","Aimedia",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,52.5123,Item,,,,,"Other Product Info.","H0956008_S_10218528","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10009584","AIMEDIA 驅曱甴香薰","Homey","Aimedia",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,UYIKA Co. Limited - JPY (iPretty),"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,45.8464,Item,,_1_: Sales of product income,,,"Other Product Info.","","","","","","","","","","","","","","","","","","","","日本","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LT10004065","Air Magic 智能殺菌除臭空氣清新機","Homey","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,,"",0.0000,0.0000,KT,"Adam Elements Hong Kong Co., Ltd.","","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,965.0000,Item,,_1_: Sales of product income,_131_: Cost of sales,_131_: Cost of sales,"","","","","","","","","","","","","","","","","","","","","其他","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"_16758_","Air-conditioning","Other","",Service,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,KT,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,_177_: Sales of service,_131_: Cost of sales,,"","","","","","","","","","","","","","","","","","","","","","","","No Tax (Sale)",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
